"Well_ID","time_bin","Depth_ft","Latitude","Longitude","DepthClass","Database","Result"
"CDWR1002058","1922-1959",NA,35.5397,-119.4746,"Unknown","CDWR",186.4
"CDWR1002058","1960-1989",NA,35.5397,-119.4746,"Unknown","CDWR",135.04
"CDWR1002059","1960-1989",NA,35.47329,-119.45041,"Unknown","CDWR",151.52
"CDWR1002060","1960-1989",NA,35.48399,-119.40572,"Unknown","CDWR",159.52
"CDWR1002061","1960-1989",NA,35.3842,-119.002,"Unknown","CDWR",135.52
"CDWR1002063","1922-1959",NA,35.3372,-119.0865,"Unknown","CDWR",159.02
"CDWR1002073","1960-1989",NA,36.83174,-119.83754,"Unknown","CDWR",167.34
"CDWR1002074","1960-1989",NA,36.7938,-119.759,"Deep","CDWR",160
"CDWR1002075","1960-1989",NA,36.4004,-119.0175,"Unknown","CDWR",135.68
"CDWR1002076","1922-1959",NA,36.26065,-119.24945,"Unknown","CDWR",141.34
"CDWR1002079","1922-1959",NA,36.13627,-119.47617,"Unknown","CDWR",135.68
"CDWR1002079","1960-1989",NA,36.13627,-119.47617,"Unknown","CDWR",151.46
"CDWR1002083","1960-1989",NA,35.3806,-119.0958,"Unknown","CDWR",146.16
"CDWR1002084","1960-1989",NA,35.3589,-119.0288,"Unknown","CDWR",163
"CDWR1002084","1990-2014",NA,35.3589,-119.0288,"Unknown","CDWR",208.8
"CDWR1002098","1960-1989",NA,36.7922,-119.8357,"Deep","CDWR",184
"CDWR1002099","1922-1959",NA,36.7711,-119.7732,"Deep","CDWR",136.32
"CDWR1002099","1960-1989",NA,36.7711,-119.7732,"Deep","CDWR",152.32
"CDWR1002102","1960-1989",NA,36.25652,-119.2449,"Unknown","CDWR",145.16
"CDWR1002103","1960-1989",NA,36.08938,-119.07749,"Unknown","CDWR",144.16
"CDWR1002105","1922-1959",NA,35.9141,-119.2148,"Unknown","CDWR",152.16
"CDWR1002105","1960-1989",NA,35.9141,-119.2148,"Unknown","CDWR",168.76
"CDWR1002107","1960-1989",NA,35.41821,-119.28522,"Unknown","CDWR",141.16
"CDWR1002109","1922-1959",NA,35.3258,-119.3146,"Unknown","CDWR",157.48
"CDWR1002109","1960-1989",NA,35.3258,-119.3146,"Unknown","CDWR",136.16
"CDWR1002128","1960-1989",NA,36.83551,-119.78353,"Unknown","CDWR",157.98
"CDWR1002129","1922-1959",NA,36.814,-119.74749,"Unknown","CDWR",136.96
"CDWR1002129","1960-1989",NA,36.814,-119.74749,"Unknown","CDWR",168.96
"CDWR1002135","1922-1959",NA,35.8844,-119.3579,"Unknown","CDWR",136.96
"CDWR1002135","1960-1989",NA,35.8844,-119.3579,"Unknown","CDWR",191.36
"CDWR1002137","1922-1959",NA,35.5511,-119.469,"Unknown","CDWR",137.48
"CDWR1002138","1922-1959",NA,35.54857,-119.47657,"Unknown","CDWR",143.36
"CDWR1002138","1960-1989",NA,35.54857,-119.47657,"Unknown","CDWR",185
"CDWR1002139","1922-1959",NA,35.56448,-119.07919,"Unknown","CDWR",136.96
"CDWR1002141","1922-1959",NA,35.5077,-119.3862,"Unknown","CDWR",180.48
"CDWR1002141","1960-1989",NA,35.5077,-119.3862,"Unknown","CDWR",358.68
"CDWR1002142","1922-1959",NA,35.3816,-119.0354,"Unknown","CDWR",139.98
"CDWR1002143","1960-1989",NA,35.2964,-119.1743,"Unknown","CDWR",140.48
"CDWR1002144","1960-1989",NA,35.312,-119.0601,"Unknown","CDWR",160
"CDWR1002144","1990-2014",NA,35.312,-119.0601,"Unknown","CDWR",160.2
"CDWR1002145","1922-1959",NA,35.34127,-118.99643,"Deep","CDWR",136.96
"CDWR1002145","1960-1989",NA,35.34127,-118.99643,"Deep","CDWR",166.4
"CDWR1002147","1960-1989",NA,35.2072,-118.7787,"Unknown","CDWR",133.98
"CDWR1002164","1960-1989",NA,36.32558,-119.3032,"Unknown","CDWR",150
"CDWR1002164","1990-2014",NA,36.32558,-119.3032,"Unknown","CDWR",194.2
"CDWR1002172","1922-1959",NA,35.78,-119.2557,"Unknown","CDWR",137.6
"CDWR1002172","1960-1989",NA,35.78,-119.2557,"Unknown","CDWR",226.88
"CDWR1002173","1922-1959",NA,35.6022,-119.3037,"Unknown","CDWR",158
"CDWR1002173","1960-1989",NA,35.6022,-119.3037,"Unknown","CDWR",163.2
"CDWR1002175","1960-1989",NA,35.377,-119.0065,"Unknown","CDWR",166.4
"CDWR1002175","1990-2014",NA,35.377,-119.0065,"Unknown","CDWR",200.2
"CDWR1002176","1960-1989",NA,35.3255,-118.967,"Unknown","CDWR",131.3
"CDWR1002189","1960-1989",NA,36.75573,-119.68896,"Unknown","CDWR",154.88
"CDWR1002192","1922-1959",NA,36.34715,-119.41918,"Unknown","CDWR",141.44
"CDWR1002192","1960-1989",NA,36.34715,-119.41918,"Unknown","CDWR",143.68
"CDWR1002193","1960-1989",NA,36.2738,-119.4926,"Unknown","CDWR",143.62
"CDWR1002200","1922-1959",NA,35.72668,-119.37702,"Unknown","CDWR",138.24
"CDWR1002200","1960-1989",NA,35.72668,-119.37702,"Unknown","CDWR",172.8
"CDWR1002202","1960-1989",NA,35.6833,-119.5851,"Unknown","CDWR",142.44
"CDWR1002203","1922-1959",NA,35.6675,-119.5798,"Unknown","CDWR",138.24
"CDWR1002205","1922-1959",NA,35.48674,-119.06693,"Unknown","CDWR",138.24
"CDWR1002210","1922-1959",NA,35.4095,-119.0778,"Unknown","CDWR",806.4
"CDWR1002210","1960-1989",NA,35.4095,-119.0778,"Unknown","CDWR",356.16
"CDWR1002212","1922-1959",NA,35.27257,-119.17479,"Unknown","CDWR",164.12
"CDWR1002223","1922-1959",NA,36.76983,-119.50401,"Unknown","CDWR",138.88
"CDWR1002223","1960-1989",NA,36.76983,-119.50401,"Unknown","CDWR",148.48
"CDWR1002225","1922-1959",NA,35.39323,-119.44983,"Unknown","CDWR",143.04
"CDWR1002226","1960-1989",NA,35.3842,-119.0109,"Unknown","CDWR",153.6
"CDWR1002226","1990-2014",NA,35.3842,-119.0109,"Unknown","CDWR",163.4
"CDWR1002227","1960-1989",NA,35.3625,-119.0109,"Unknown","CDWR",144
"CDWR1002227","1990-2014",NA,35.3625,-119.0109,"Unknown","CDWR",172.3
"CDWR1002229","1922-1959",NA,35.3486,-119.2354,"Unknown","CDWR",136.44
"CDWR1002229","1960-1989",NA,35.3486,-119.2354,"Unknown","CDWR",161.32
"CDWR1002230","1960-1989",NA,35.3336,-119.0466,"Unknown","CDWR",188
"CDWR1002230","1990-2014",NA,35.3336,-119.0466,"Unknown","CDWR",295.8
"CDWR1002247","1960-1989",NA,36.74811,-119.56291,"Unknown","CDWR",144.26
"CDWR1002248","1922-1959",NA,36.65791,-119.74807,"Unknown","CDWR",139.52
"CDWR1002249","1922-1959",NA,36.2054,-119.28031,"Unknown","CDWR",139.52
"CDWR1002251","1922-1959",NA,36.09651,-119.14082,"Unknown","CDWR",161.28
"CDWR1002251","1960-1989",NA,36.09651,-119.14082,"Unknown","CDWR",151.76
"CDWR1002253","1960-1989",NA,35.66505,-119.34188,"Unknown","CDWR",117.26
"CDWR1002254","1960-1989",NA,35.6308,-119.3937,"Unknown","CDWR",131.76
"CDWR1002255","1960-1989",NA,35.6387,-119.4017,"Unknown","CDWR",131.76
"CDWR1002256","1922-1959",NA,35.69777,-119.29192,"Unknown","CDWR",139.76
"CDWR1002257","1922-1959",NA,35.6933,-119.2954,"Unknown","CDWR",144.76
"CDWR1002260","1960-1989",NA,35.58107,-119.57847,"Unknown","CDWR",139.52
"CDWR1002261","1960-1989",NA,35.6016,-119.4387,"Unknown","CDWR",129.76
"CDWR1002262","1922-1959",NA,35.57026,-119.51178,"Unknown","CDWR",184.76
"CDWR1002263","1922-1959",NA,35.58905,-119.27489,"Unknown","CDWR",137.76
"CDWR1002263","1960-1989",NA,35.58905,-119.27489,"Unknown","CDWR",425.5
"CDWR1002264","1922-1959",NA,35.5725,-119.2421,"Unknown","CDWR",154.5
"CDWR1002264","1960-1989",NA,35.5725,-119.2421,"Unknown","CDWR",326.5
"CDWR1002265","1922-1959",NA,35.5722,-119.2509,"Unknown","CDWR",143.26
"CDWR1002265","1960-1989",NA,35.5722,-119.2509,"Unknown","CDWR",256.7
"CDWR1002266","1922-1959",NA,35.5883,-119.2176,"Unknown","CDWR",147.76
"CDWR1002266","1960-1989",NA,35.5883,-119.2176,"Unknown","CDWR",348.8
"CDWR1002267","1922-1959",NA,35.5952,-119.1157,"Unknown","CDWR",139.52
"CDWR1002268","1922-1959",NA,35.47986,-119.27191,"Unknown","CDWR",139.52
"CDWR1002268","1960-1989",NA,35.47986,-119.27191,"Unknown","CDWR",1398.4
"CDWR1002270","1922-1959",NA,35.37122,-119.3345,"Unknown","CDWR",139.52
"CDWR1002270","1960-1989",NA,35.37122,-119.3345,"Unknown","CDWR",181.12
"CDWR1002271","1922-1959",NA,35.3947,-118.9862,"Deep","CDWR",139.76
"CDWR1002271","1960-1989",NA,35.3947,-118.9862,"Deep","CDWR",339.2
"CDWR1002271","1990-2014",NA,35.3947,-118.9862,"Deep","CDWR",622.4
"CDWR1002293","1922-1959",NA,35.8088,-119.4001,"Unknown","CDWR",140.16
"CDWR1002293","1960-1989",NA,35.8088,-119.4001,"Unknown","CDWR",156.8
"CDWR1002295","1922-1959",NA,35.4486,-119.2259,"Unknown","CDWR",164.48
"CDWR1002295","1960-1989",NA,35.4486,-119.2259,"Unknown","CDWR",1027.4
"CDWR1002296","1960-1989",NA,35.3734,-119.0422,"Unknown","CDWR",143.68
"CDWR1002297","1960-1989",NA,35.3975,-118.9826,"Unknown","CDWR",196
"CDWR1002325","1960-1989",NA,36.78091,-119.8736,"Unknown","CDWR",140.8
"CDWR1002326","1960-1989",NA,36.77724,-119.87356,"Unknown","CDWR",140.8
"CDWR1002327","1960-1989",NA,36.7772,-119.88254,"Unknown","CDWR",140.8
"CDWR1002331","1922-1959",NA,36.55747,-119.2937,"Unknown","CDWR",160.4
"CDWR1002332","1922-1959",NA,36.3279,-119.1931,"Unknown","CDWR",145.4
"CDWR1002333","1960-1989",NA,36.27135,-119.31161,"Unknown","CDWR",143.86
"CDWR1002340","1960-1989",NA,35.90436,-119.3645,"Unknown","CDWR",140.8
"CDWR1002341","1922-1959",NA,35.92973,-119.10997,"Unknown","CDWR",154.4
"CDWR1002342","1922-1959",NA,35.82445,-119.46671,"Unknown","CDWR",140.8
"CDWR1002343","1960-1989",NA,35.79184,-119.44458,"Unknown","CDWR",139.9
"CDWR1002344","1960-1989",NA,35.78437,-119.57272,"Unknown","CDWR",132.9
"CDWR1002345","1922-1959",NA,35.77769,-119.24311,"Unknown","CDWR",140.8
"CDWR1002345","1960-1989",NA,35.77769,-119.24311,"Unknown","CDWR",327.04
"CDWR1002347","1922-1959",NA,35.6677,-119.2854,"Unknown","CDWR",140.8
"CDWR1002348","1922-1959",NA,35.6491,-119.2812,"Unknown","CDWR",158.96
"CDWR1002348","1960-1989",NA,35.6491,-119.2812,"Unknown","CDWR",144
"CDWR1002349","1922-1959",NA,35.6163,-119.3126,"Unknown","CDWR",177
"CDWR1002349","1960-1989",NA,35.6163,-119.3126,"Unknown","CDWR",153
"CDWR1002352","1960-1989",NA,35.51689,-119.48581,"Unknown","CDWR",170.4
"CDWR1002354","1960-1989",NA,35.3991,-119.359,"Unknown","CDWR",143.9
"CDWR1002355","1960-1989",NA,35.3552,-119.2132,"Unknown","CDWR",118.4
"CDWR1002356","1960-1989",NA,35.3589,-119.0288,"Unknown","CDWR",157.4
"CDWR1002356","1990-2014",NA,35.3589,-119.0288,"Unknown","CDWR",239.8
"CDWR1002357","1960-1989",NA,35.3936,-118.9918,"Deep","CDWR",366.08
"CDWR1002358","1960-1989",NA,35.3083,-119.2475,"Unknown","CDWR",133.4
"CDWR1002359","1960-1989",NA,35.3517,-119.1582,"Unknown","CDWR",135.9
"CDWR1002363","1922-1959",NA,35.2597,-119.1465,"Unknown","CDWR",158.28
"CDWR1002363","1960-1989",NA,35.2597,-119.1465,"Unknown","CDWR",146
"CDWR1002364","1960-1989",NA,35.1344,-118.8582,"Unknown","CDWR",164.4
"CDWR1002377","1922-1959",NA,36.3274,-119.7326,"Unknown","CDWR",164.48
"CDWR1002377","1960-1989",NA,36.3274,-119.7326,"Unknown","CDWR",141.44
"CDWR1002378","1960-1989",NA,36.3435,-119.42364,"Unknown","CDWR",141.44
"CDWR1002379","1922-1959",NA,36.11084,-119.53874,"Unknown","CDWR",141.44
"CDWR1002385","1922-1959",NA,35.5433,-119.1876,"Unknown","CDWR",125.72
"CDWR1002385","1960-1989",NA,35.5433,-119.1876,"Unknown","CDWR",209.6
"CDWR1002388","1922-1959",NA,35.33125,-119.37007,"Unknown","CDWR",141.44
"CDWR1002399","1922-1959",NA,36.05275,-119.47562,"Unknown","CDWR",142.08
"CDWR1002400","1922-1959",NA,36.11082,-119.37325,"Unknown","CDWR",147.2
"CDWR1002400","1960-1989",NA,36.11082,-119.37325,"Unknown","CDWR",150.4
"CDWR1002403","1960-1989",NA,35.89325,-119.52969,"Unknown","CDWR",147.04
"CDWR1002405","1922-1959",NA,35.69016,-119.5197,"Unknown","CDWR",148.04
"CDWR1002406","1922-1959",NA,35.6311,-119.2676,"Unknown","CDWR",139.54
"CDWR1002406","1960-1989",NA,35.6311,-119.2676,"Unknown","CDWR",165.2
"CDWR1002407","1922-1959",NA,35.6261,-119.2398,"Unknown","CDWR",144.04
"CDWR1002407","1960-1989",NA,35.6261,-119.2398,"Unknown","CDWR",168.2
"CDWR1002408","1922-1959",NA,35.3658,-119.057,"Unknown","CDWR",181.76
"CDWR1002408","1960-1989",NA,35.3658,-119.057,"Unknown","CDWR",141.54
"CDWR1002409","1922-1959",NA,35.3522,-119.2548,"Unknown","CDWR",142.08
"CDWR1002409","1960-1989",NA,35.3522,-119.2548,"Unknown","CDWR",250
"CDWR1002415","1960-1989",NA,36.89026,-119.7851,"Unknown","CDWR",125.86
"CDWR1002419","1922-1959",NA,35.8469,-119.1793,"Unknown","CDWR",142.72
"CDWR1002419","1960-1989",NA,35.8469,-119.1793,"Unknown","CDWR",148.32
"CDWR1002420","1922-1959",NA,35.3541,-119.0623,"Unknown","CDWR",162
"CDWR1002421","1922-1959",NA,35.348,-119.0929,"Unknown","CDWR",213.5
"CDWR1002421","1960-1989",NA,35.348,-119.0929,"Unknown","CDWR",166.46
"CDWR1002433","1922-1959",NA,35.94424,-119.10988,"Unknown","CDWR",143.36
"CDWR1002436","1922-1959",NA,35.53865,-119.1891,"Unknown","CDWR",143.36
"CDWR1002438","1922-1959",NA,35.4858,-119.289,"Unknown","CDWR",143.36
"CDWR1002439","1960-1989",NA,35.3661,-119.0109,"Unknown","CDWR",144.18
"CDWR1002452","1960-1989",NA,36.7869,-119.8104,"Deep","CDWR",194
"CDWR1002453","1922-1959",NA,36.34061,-119.59863,"Unknown","CDWR",144
"CDWR1002454","1960-1989",NA,36.3315,-119.2741,"Unknown","CDWR",160.82
"CDWR1002454","1990-2014",NA,36.3315,-119.2741,"Unknown","CDWR",155
"CDWR1002455","1922-1959",NA,36.1125,-119.2182,"Unknown","CDWR",144
"CDWR1002455","1960-1989",NA,36.1125,-119.2182,"Unknown","CDWR",336.72
"CDWR1002458","1960-1989",NA,35.93697,-119.27924,"Unknown","CDWR",144
"CDWR1002459","1922-1959",NA,35.7952,-119.4009,"Unknown","CDWR",144
"CDWR1002460","1922-1959",NA,35.62,-119.4037,"Unknown","CDWR",144
"CDWR1002461","1922-1959",NA,35.675,-119.2943,"Unknown","CDWR",143
"CDWR1002462","1922-1959",NA,35.6208,-119.2332,"Unknown","CDWR",137.5
"CDWR1002462","1960-1989",NA,35.6208,-119.2332,"Unknown","CDWR",161.1
"CDWR1002465","1922-1959",NA,35.51224,-119.10194,"Unknown","CDWR",144
"CDWR1002466","1922-1959",NA,35.48674,-119.06693,"Unknown","CDWR",144
"CDWR1002469","1922-1959",NA,35.37826,-119.29431,"Unknown","CDWR",152
"CDWR1002469","1960-1989",NA,35.37826,-119.29431,"Unknown","CDWR",194.8
"CDWR1002470","1960-1989",NA,35.3842,-119.0377,"Unknown","CDWR",157.44
"CDWR1002470","1990-2014",NA,35.3842,-119.0377,"Unknown","CDWR",183.7
"CDWR1002471","1960-1989",NA,35.3372,-119.0554,"Unknown","CDWR",152.48
"CDWR1002472","1960-1989",NA,35.3481,-119.0109,"Unknown","CDWR",264
"CDWR1002472","1990-2014",NA,35.3481,-119.0109,"Unknown","CDWR",148.5
"CDWR1002484","1922-1959",NA,36.0819,-119.45355,"Unknown","CDWR",144.64
"CDWR1002486","1922-1959",NA,36.00582,-119.30605,"Unknown","CDWR",155.32
"CDWR1002487","1960-1989",NA,35.83553,-119.29719,"Unknown","CDWR",146.24
"CDWR1002490","1922-1959",NA,35.3409,-119.0109,"Unknown","CDWR",144.64
"CDWR1002490","1960-1989",NA,35.3409,-119.0109,"Unknown","CDWR",242.2
"CDWR1002501","1922-1959",NA,36.84271,-119.80413,"Unknown","CDWR",153.6
"CDWR1002501","1960-1989",NA,36.84271,-119.80413,"Unknown","CDWR",151.04
"CDWR1002506","1960-1989",NA,35.93338,-119.33317,"Unknown","CDWR",145.28
"CDWR1002509","1922-1959",NA,35.63289,-119.20664,"Unknown","CDWR",145.28
"CDWR1002511","1922-1959",NA,35.57544,-119.03924,"Unknown","CDWR",145.28
"CDWR1002512","1960-1989",NA,35.44406,-119.41465,"Unknown","CDWR",135.64
"CDWR1002514","1922-1959",NA,35.43242,-119.13437,"Unknown","CDWR",131.64
"CDWR1002528","1960-1989",NA,36.52727,-119.69409,"Unknown","CDWR",152.96
"CDWR1002532","1960-1989",NA,35.84644,-119.32857,"Unknown","CDWR",145.92
"CDWR1002536","1960-1989",NA,35.312,-119.0376,"Unknown","CDWR",135.46
"CDWR1002537","1960-1989",NA,35.3228,-119.051,"Unknown","CDWR",147.96
"CDWR1002546","1922-1959",NA,36.8575,-119.74997,"Unknown","CDWR",146.56
"CDWR1002547","1960-1989",NA,36.7861,-119.7549,"Deep","CDWR",176
"CDWR1002548","1922-1959",NA,36.76313,-119.77025,"Deep","CDWR",146.56
"CDWR1002548","1960-1989",NA,36.76313,-119.77025,"Deep","CDWR",216
"CDWR1002554","1922-1959",NA,35.6308,-119.2465,"Unknown","CDWR",148.28
"CDWR1002554","1960-1989",NA,35.6308,-119.2465,"Unknown","CDWR",154.3
"CDWR1002555","1960-1989",NA,35.3445,-119.0288,"Unknown","CDWR",232
"CDWR1002555","1990-2014",NA,35.3445,-119.0288,"Unknown","CDWR",281.3
"CDWR1002556","1922-1959",NA,35.3538,-119.102,"Unknown","CDWR",155.52
"CDWR1002557","1960-1989",NA,35.3286,-119.0859,"Unknown","CDWR",149.78
"CDWR1002571","1960-1989",NA,36.77686,-119.92299,"Unknown","CDWR",147.2
"CDWR1002572","1922-1959",NA,36.81,-119.824,"Unknown","CDWR",147.2
"CDWR1002573","1960-1989",NA,36.79215,-119.72046,"Unknown","CDWR",160.6
"CDWR1002575","1922-1959",NA,36.7319,-120.1465,"Unknown","CDWR",147.2
"CDWR1002575","1960-1989",NA,36.7319,-120.1465,"Unknown","CDWR",369.86
"CDWR1002576","1960-1989",NA,36.58181,-119.62205,"Unknown","CDWR",151.36
"CDWR1002577","1922-1959",NA,36.50192,-119.52347,"Unknown","CDWR",147.2
"CDWR1002578","1922-1959",NA,36.49822,-119.53308,"Unknown","CDWR",138.6
"CDWR1002580","1960-1989",NA,36.30763,-119.63018,"Unknown","CDWR",130.6
"CDWR1002588","1922-1959",NA,35.91885,-119.27928,"Unknown","CDWR",242.56
"CDWR1002588","1960-1989",NA,35.91885,-119.27928,"Unknown","CDWR",161.6
"CDWR1002590","1960-1989",NA,35.83553,-119.29719,"Unknown","CDWR",228.48
"CDWR1002591","1960-1989",NA,35.78436,-119.5772,"Unknown","CDWR",138.1
"CDWR1002592","1960-1989",NA,35.75537,-119.57277,"Unknown","CDWR",141.6
"CDWR1002594","1960-1989",NA,35.69016,-119.5197,"Unknown","CDWR",138.6
"CDWR1002595","1960-1989",NA,35.68289,-119.51975,"Unknown","CDWR",153.6
"CDWR1002596","1960-1989",NA,35.61758,-119.48011,"Unknown","CDWR",140.1
"CDWR1002597","1960-1989",NA,35.63983,-119.27885,"Unknown","CDWR",178.6
"CDWR1002598","1922-1959",NA,35.6311,-119.294,"Unknown","CDWR",153.38
"CDWR1002598","1960-1989",NA,35.6311,-119.294,"Unknown","CDWR",147.2
"CDWR1002599","1960-1989",NA,35.54546,-119.62963,"Unknown","CDWR",147.2
"CDWR1002600","1960-1989",NA,35.60308,-119.44909,"Unknown","CDWR",143.6
"CDWR1002601","1960-1989",NA,35.58156,-119.33384,"Unknown","CDWR",146.6
"CDWR1002602","1922-1959",NA,35.5469,-119.3676,"Unknown","CDWR",132.6
"CDWR1002602","1960-1989",NA,35.5469,-119.3676,"Unknown","CDWR",171.1
"CDWR1002603","1960-1989",NA,35.5972,-119.1776,"Unknown","CDWR",147.2
"CDWR1002604","1922-1959",NA,35.39323,-119.44983,"Unknown","CDWR",153.6
"CDWR1002604","1960-1989",NA,35.39323,-119.44983,"Unknown","CDWR",270.4
"CDWR1002605","1960-1989",NA,35.43657,-119.40928,"Unknown","CDWR",147.1
"CDWR1002606","1960-1989",NA,35.37122,-119.3345,"Unknown","CDWR",185.6
"CDWR1002607","1960-1989",NA,35.3842,-119.1627,"Unknown","CDWR",152.1
"CDWR1002608","1960-1989",NA,35.3625,-119.0554,"Unknown","CDWR",153.6
"CDWR1002609","1922-1959",NA,35.3987,-118.9707,"Unknown","CDWR",147.2
"CDWR1002609","1960-1989",NA,35.3987,-118.9707,"Unknown","CDWR",179.84
"CDWR1002610","1922-1959",NA,35.3325,-119.2968,"Unknown","CDWR",251.2
"CDWR1002610","1960-1989",NA,35.3325,-119.2968,"Unknown","CDWR",196.1
"CDWR1002611","1960-1989",NA,35.31616,-119.25905,"Unknown","CDWR",145.1
"CDWR1002612","1960-1989",NA,35.29843,-119.29889,"Unknown","CDWR",162.6
"CDWR1002613","1960-1989",NA,35.3508,-119.2029,"Unknown","CDWR",154.1
"CDWR1002614","1960-1989",NA,35.3383,-119.1629,"Unknown","CDWR",148.6
"CDWR1002615","1960-1989",NA,35.3458,-119.0348,"Deep","CDWR",182.1
"CDWR1002615","1990-2014",NA,35.3458,-119.0348,"Deep","CDWR",148.6
"CDWR1002616","1960-1989",NA,35.3517,-119.0645,"Unknown","CDWR",174.5
"CDWR1002616","1990-2014",NA,35.3517,-119.0645,"Unknown","CDWR",170.6
"CDWR1002617","1960-1989",NA,35.3228,-119.0554,"Unknown","CDWR",148.1
"CDWR1002618","1960-1989",NA,35.3083,-119.0554,"Unknown","CDWR",188.16
"CDWR1002619","1960-1989",NA,35.1314,-118.859,"Unknown","CDWR",179.6
"CDWR1002628","1960-1989",NA,36.76937,-119.94522,"Unknown","CDWR",161.92
"CDWR1002629","1922-1959",NA,36.7583,-119.7571,"Unknown","CDWR",174.92
"CDWR1002630","1960-1989",NA,36.57429,-119.60416,"Unknown","CDWR",153.6
"CDWR1002630","1990-2014",NA,36.57429,-119.60416,"Unknown","CDWR",158
"CDWR1002631","1960-1989",NA,36.29991,-119.3831,"Unknown","CDWR",147.84
"CDWR1002632","1960-1989",NA,36.2255,-119.5701,"Unknown","CDWR",147.84
"CDWR1002635","1922-1959",NA,35.60028,-119.17105,"Unknown","CDWR",147.84
"CDWR1002637","1922-1959",NA,35.48373,-119.35251,"Unknown","CDWR",147.84
"CDWR1002639","1960-1989",NA,35.3902,-119.0057,"Deep","CDWR",160.96
"CDWR1002639","1990-2014",NA,35.3902,-119.0057,"Deep","CDWR",174.7
"CDWR1002640","1922-1959",NA,35.3419,-118.879,"Unknown","CDWR",561.92
"CDWR1002640","1960-1989",NA,35.3419,-118.879,"Unknown","CDWR",796.98
"CDWR1002647","1922-1959",NA,36.82451,-119.85109,"Unknown","CDWR",148.48
"CDWR1002649","1922-1959",NA,36.73414,-119.7433,"Unknown","CDWR",148.48
"CDWR1002651","1960-1989",NA,36.3225,-119.6829,"Unknown","CDWR",148.48
"CDWR1002653","1922-1959",NA,36.0008,-119.1976,"Unknown","CDWR",148.48
"CDWR1002654","1922-1959",NA,35.90074,-119.36449,"Unknown","CDWR",148.48
"CDWR1002654","1960-1989",NA,35.90074,-119.36449,"Unknown","CDWR",501.76
"CDWR1002655","1922-1959",NA,35.90074,-119.36449,"Unknown","CDWR",148.48
"CDWR1002656","1922-1959",NA,35.93339,-119.25712,"Unknown","CDWR",148.48
"CDWR1002657","1960-1989",NA,35.70497,-119.35042,"Unknown","CDWR",149.74
"CDWR1002658","1922-1959",NA,35.56669,-119.48074,"Unknown","CDWR",148.48
"CDWR1002658","1960-1989",NA,35.56669,-119.48074,"Unknown","CDWR",453.12
"CDWR1002659","1922-1959",NA,35.5952,-119.2143,"Unknown","CDWR",147.24
"CDWR1002659","1960-1989",NA,35.5952,-119.2143,"Unknown","CDWR",166.34
"CDWR1002660","1922-1959",NA,35.5636,-119.2165,"Unknown","CDWR",151.24
"CDWR1002660","1960-1989",NA,35.5636,-119.2165,"Unknown","CDWR",213.8
"CDWR1002661","1922-1959",NA,35.50592,-119.42781,"Unknown","CDWR",148.48
"CDWR1002663","1922-1959",NA,35.3842,-119.0421,"Unknown","CDWR",152.32
"CDWR1002664","1922-1959",NA,35.2819,-119.1032,"Unknown","CDWR",148.48
"CDWR1002664","1960-1989",NA,35.2819,-119.1032,"Unknown","CDWR",228.48
"CDWR1002674","1922-1959",NA,36.1558,-119.4679,"Unknown","CDWR",157.44
"CDWR1002674","1960-1989",NA,36.1558,-119.4679,"Unknown","CDWR",151.04
"CDWR1002676","1922-1959",NA,35.85409,-119.12339,"Unknown","CDWR",149.12
"CDWR1002680","1960-1989",NA,35.54851,-119.50319,"Unknown","CDWR",163.06
"CDWR1002682","1960-1989",NA,35.1711,-118.859,"Unknown","CDWR",175.8
"CDWR1002697","1960-1989",NA,35.8711,-119.3926,"Unknown","CDWR",149.76
"CDWR1002698","1922-1959",NA,35.85008,-119.32412,"Unknown","CDWR",149.76
"CDWR1002699","1922-1959",NA,35.61764,-119.46678,"Unknown","CDWR",149.76
"CDWR1002702","1922-1959",NA,35.44001,-119.28953,"Unknown","CDWR",149.76
"CDWR1002703","1960-1989",NA,35.3806,-119.1002,"Unknown","CDWR",169.38
"CDWR1002714","1960-1989",NA,36.5162,-119.57751,"Unknown","CDWR",192.6
"CDWR1002717","1922-1959",NA,36.36624,-119.66609,"Unknown","CDWR",199.68
"CDWR1002717","1960-1989",NA,36.36624,-119.66609,"Unknown","CDWR",176.96
"CDWR1002719","1960-1989",NA,35.9125,-119.4468,"Unknown","CDWR",172.7
"CDWR1002720","1922-1959",NA,35.87873,-119.40464,"Unknown","CDWR",300.8
"CDWR1002720","1960-1989",NA,35.87873,-119.40464,"Unknown","CDWR",155.52
"CDWR1002722","1922-1959",NA,35.52742,-119.11822,"Unknown","CDWR",143.7
"CDWR1002723","1922-1959",NA,35.3502,-119.0837,"Unknown","CDWR",156.54
"CDWR1002723","1960-1989",NA,35.3502,-119.0837,"Unknown","CDWR",148.7
"CDWR1002724","1960-1989",NA,35.3192,-119.0244,"Unknown","CDWR",174.68
"CDWR1002724","1990-2014",NA,35.3192,-119.0244,"Unknown","CDWR",161.3
"CDWR1002725","1960-1989",NA,35.3192,-119.0601,"Unknown","CDWR",174
"CDWR1002725","1990-2014",NA,35.3192,-119.0601,"Unknown","CDWR",176.7
"CDWR1002741","1922-1959",NA,36.38446,-119.7561,"Unknown","CDWR",151.04
"CDWR1002742","1960-1989",NA,36.3077,-119.6649,"Unknown","CDWR",262
